Order date,product_left,wareh_name,wareh_addr,wareh_state,prod_name,prod_cate,prod_price,prod_website,prod_short_description,prod_depth,prod_height,prod_width,prod_size,prod_quantity,store_id,sup_name,sup_email,sup_tel,time_id,time_date,time_month,time_quater,time_year,wareh_id,prod_id,sup_id,total_qty,total_qty_sold,prod_cost
7/11/2020 AD,2,Central Home Storage,"540 Nathan Station Apt. 934, Montpelier, Vermont 05602",Vermont (VT),KALLAX,Bookcases & shelving units,199.99,https://www.ikea.com/us/en/p/kallax-shelf-unit-with-4-inserts-white-s79278250/,Shelf unit with 4 inserts,15,44,57,Big,440,S0517,Brooks-Lewis,christinebell@shepard.org,(808) 173-4884,TM0207,7,11,Q4,2020,WH1961,PD0517,SPE0023,21,19,189.99
23/4/2022 AD,22,West One Warehouse,"494 Jackson Overpass Apt. 567, Baton Rouge, Louisiana 70801",Louisiana (LA),BESTÅ,Cabinets & cupboards,475,https://www.ikea.com/us/en/p/besta-tv-bench-black-brown-40299885/,TV bench,40,64,120,Big,255,S0920,King Inc,shirleymartin@patel.com,(515) 181-6719,TM0208,23,4,Q2,2022,WH1528,PD0920,SPE0145,46,24,465
12/6/2020 AD,46,East Like Warehouse,"1834 Richardson Ports Suite 059, Sacramento, California 95814",California (CA),MALM,Beds,659,https://www.ikea.com/us/en/p/malm-ottoman-bed-white-20404806/,Ottoman bed,151,200,175,Big,274,S0126,Thomas LLC,melissamontgomery@williams.com,(701) 174-7835,TM0209,12,6,Q2,2020,WH1900,PD0126,SPE0033,49,3,654
19/12/2020 AD,3,West Sell Storage,"442 Watkins Shoals, Madison, Wisconsin 53703",Wisconsin (WI),BILLY / OXBERG,Bookcases & shelving units,169,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-panel-glass-doors-oak-effect-s29483328/,Bookcase with panel/glass doors,11,79,31,Medium,91,S0209,"Underwood, King and Parker",paula54@boyle.com,(801) 190-8263,TM0210,19,12,Q4,2020,WH0993,PD0209,SPE0126,24,21,165
25/10/2023 AD,17,South Answer Distribution Center,"342 James Squares, Topeka, Kansas 66603",Kansas (KS),MÖCKELBY / FANBYN,Chairs,4145,https://www.ikea.com/us/en/p/moeckelby-fanbyn-table-and-6-chairs-oak-white-s19277036/,Table and 6 chairs,,74,100,Medium,263,S1281,"Park, Martin and Hill",jameswilcox@rice-goodwin.com,(512) 180-2343,TM0211,25,10,Q4,2023,WH1966,PD1281,SPE0074,46,29,4138
7/7/2023 AD,11,South Certainly Depot,"6847 Brian Haven Apt. 970, Albany, New York 12207",New York (NY),LOMMARP,TV & media furniture,499.99,https://www.ikea.com/us/en/p/lommarp-tv-unit-dark-blue-green-00435385/,TV unit,17,31,62,Medium,230,S0172,"Floyd, Wheeler and Fisher",paul80@oconnor.com,(217) 120-4888,TM0212,7,7,Q3,2023,WH1541,PD0172,SPE0001,20,9,491.99
4/12/2020 AD,-1,Central Style Distribution Center,"706 Mike Hill, Dover, Delaware 19901",Delaware (DE),JONAXEL,Bookcases & shelving units,49.99,https://www.ikea.com/us/en/p/jonaxel-storage-combination-white-s99297144/,Storage combination,51,173,198,Small,427,S0588,"Landry, Walker and Perry",penny69@french-dickerson.info,(617) 124-1700,TM0213,4,12,Q4,2020,WH1266,PD0588,SPE0108,12,13,45.99
14/4/2020 AD,20,East Ground Distribution Center,"6659 Christina Crest, Dover, Delaware 19901",Delaware (DE),IVAR,Bookcases & shelving units,453,https://www.ikea.com/us/en/p/ivar-shelving-unit-w-shelves-rails-cover-s49302874/,Shelving unit w shelves/rails/cover,50,179,89,Big,257,S0674,Orozco-Robertson,boylekimberly@blackwell.net,(405) 117-8788,TM0214,14,4,Q2,2020,WH1556,PD0674,SPE0135,35,15,445
25/10/2019 AD,1,North Building Depot,"985 Daniel Meadow, Olympia, Washington 98501",Washington (WA),BESTÅ,Bookcases & shelving units,195,https://www.ikea.com/us/en/p/besta-frame-grey-stained-walnut-effect-40247368/,Frame,40,128,60,Big,395,S0652,Riley and Sons,romantabitha@campbell-whitaker.com,(614) 182-9340,TM0215,25,10,Q4,2019,WH0318,PD0652,SPE0032,13,12,186
17/2/2019 AD,1,South Republican Distribution Center,"558 John Unions, Des Moines, Iowa 50309",Iowa (IA),MICKE,Children's furniture,175,https://www.ikea.com/us/en/p/micke-desk-white-30213076/,Desk,50,75,73,Big,133,S1673,Elliott Inc,knappjason@williams.info,(801) 113-4260,TM0216,17,2,Q1,2019,WH0458,PD1673,SPE0150,28,27,174
10/9/2020 AD,26,West Cup Warehouse,"6343 Bethany Stravenue Apt. 387, Jefferson City, Missouri 65101",Missouri (MO),KOMPLEMENT,Bookcases & shelving units,40,https://www.ikea.com/us/en/p/komplement-glass-shelf-dark-gray-30509153/,Glass shelf,22,1,37,Medium,263,S0483,Moore and Sons,angela05@underwood.info,(207) 122-7311,TM0217,10,9,Q3,2020,WH1761,PD0483,SPE0021,33,7,39
16/11/2022 AD,21,East While Depot,"19913 Johnson Corner Suite 512, Topeka, Kansas 66603",Kansas (KS),STEFAN,Chairs,85,https://www.ikea.com/us/en/p/stefan-chair-brown-black-00211088/,Chair,49,90,42,Small,270,S1116,"Thomas, Larson and Daugherty",rbeard@williams.com,(617) 132-6318,TM0218,16,11,Q4,2022,WH0502,PD1116,SPE0082,23,2,82
30/10/2020 AD,36,Central Environment Storage,"863 Jose Islands, Phoenix, Arizona 85001",Arizona (AZ),EKEDALEN,Bar furniture,105,https://www.ikea.com/us/en/p/ekedalen-bar-stool-with-backrest-dark-brown-orrsta-light-gray-70400504/,Bar stool with backrest,52,114,43,Big,43,S0026,Brooks-Lewis,christinebell@shepard.org,(808) 173-4884,TM0219,30,10,Q4,2020,WH0375,PD0026,SPE0023,40,4,99
22/5/2020 AD,20,South Purpose Warehouse,"4206 Johnson Squares, Concord, New Hampshire 03301",New Hampshire (NH),TROFAST,Nursery furniture,200,https://www.ikea.com/us/en/p/trofast-storage-combination-white-green-white-s79228590/,Storage combination,30,94,46,Medium,245,S1852,Fuentes-Simon,jason62@smith.com,(406) 170-3274,TM0220,22,5,Q2,2020,WH0621,PD1852,SPE0006,44,24,190
19/5/2023 AD,7,Sheppard Warehouse,"2729 Hale Islands
 Sacramento, CA 95814",California (CA),NÄMMARÖ,Outdoor furniture,275,https://www.ikea.com/us/en/p/naemmaroe-bar-stool-outdoor-light-brown-stained-70510296/,Bar stool,37,73,37,Small,233,S1966,Brooks-Lewis,christinebell@shepard.org,(808) 173-4884,TM0221,19,5,Q2,2023,WH0128,PD1966,SPE0023,13,6,265
28/12/2022 AD,11,Central Win Distribution Center,"85841 Heidi Island Apt. 765, Carson City, Nevada 89701",Nevada (NV),PÅHL,Children's furniture,450,https://www.ikea.com/us/en/p/pahl-desk-with-shelf-unit-white-s99129004/,Desk with shelf unit,58,,128,Medium,305,S1733,Jones-Ray,msmith@hall-rivera.net,(609) 147-8846,TM0222,28,12,Q4,2022,WH0605,PD1733,SPE0056,23,12,442
14/11/2020 AD,15,South Case Warehouse,"369 Christina Loop, Tallahassee, Florida 32301",Florida (FL),YNGVAR,Café furniture,395,https://www.ikea.com/us/en/p/yngvar-chair-anthracite-80417636/,Chair,51,71,53,Medium,116,S1045,"Whitney, Howell and Davis",nicholsrobert@santos.org,(503) 124-1529,TM0223,14,11,Q4,2020,WH0906,PD1045,SPE0009,34,19,390
15/2/2022 AD,23,North Why Storage,"37547 Strickland Park Apt. 708, Cheyenne, Wyoming 82001",Wyoming (WY),LANGUR,Nursery furniture,345,https://www.ikea.com/us/en/p/langur-junior-highchair-white-s09252593/,Junior/highchair,61,87,56,Small,247,S1841,Anderson Ltd,nscott@garner.com,(775) 145-9059,TM0224,15,2,Q1,2022,WH1352,PD1841,SPE0073,31,8,335
28/4/2022 AD,9,Central Blue Warehouse,"84779 Shirley Vista Suite 003, Saint Paul, Minnesota 55102",Minnesota (MN),BERGSHULT / PERSHULT,Bookcases & shelving units,29,https://www.ikea.com/us/en/p/bergshult-pershult-wall-shelf-white-white-s09290731/,Wall shelf,7,1,31,Big,77,S0337,"Landry, Walker and Perry",penny69@french-dickerson.info,(617) 124-1700,TM0225,28,4,Q2,2022,WH1145,PD0337,SPE0108,11,2,24
4/11/2022 AD,2,South Learn Distribution Center,"98984 Andrews Via Suite 902, Lansing, Michigan 48933",Michigan (MI),STACKHOLMEN,Outdoor furniture,125,https://www.ikea.com/us/en/p/stackholmen-stool-outdoor-light-brown-stained-20411425/,Stool,,43,35,Big,65,S1907,"Larson, Hart and Booth",floresalyssa@lawson.org,(302) 124-2649,TM0226,4,11,Q4,2022,WH1997,PD1907,SPE0071,21,19,124
20/10/2019 AD,-1,Central Point Distribution Center,"93405 Morales Ferry, Tallahassee, Florida 32301",Florida (FL),RIKSVIKEN,Bookcases & shelving units,225,https://www.ikea.com/us/en/p/riksviken-door-light-bronze-effect-70441566/,Door,,64,60,Big,368,S0700,Woods LLC,stephaniecastillo@ewing.net,(304) 154-7096,TM0227,20,10,Q4,2019,WH0756,PD0700,SPE0022,25,26,221
25/2/2023 AD,28,North Energy Storage,"496 Jill Curve, Richmond, Virginia 23219",Virginia (VA),ÖRFJÄLL,Children's furniture,195,https://www.ikea.com/us/en/p/oerfjaell-childrens-desk-chair-white-vissle-dark-grey-10441786/,Children's desk chair,53,,53,Medium,300,S1731,"Leach, Mejia and Hughes",bdavis@hinton.com,(916) 197-5475,TM0228,25,2,Q1,2023,WH0833,PD1731,SPE0031,35,7,192
1/4/2023 AD,39,East Buy Depot,"1079 Justin Courts, Cheyenne, Wyoming 82001",Wyoming (WY),JANINGE,Chairs,225,https://www.ikea.com/us/en/p/janinge-chair-with-armrests-white-80280515/,Chair with armrests,46,76,54,Small,200,S1433,Shaw PLC,kellyowens@torres.com,(317) 190-9573,TM0229,1,4,Q2,2023,WH1688,PD1433,SPE0037,49,10,217
5/7/2019 AD,1,West Score Warehouse,"17706 Patricia Fords Apt. 572, Honolulu, Hawaii 96813",Hawaii (HI),SONGESAND,Beds,299,https://www.ikea.com/us/en/p/songesand-bed-frame-white-luroey-s19241311/,Bed frame,51,200,153,Medium,371,S0067,Anderson and Sons,kellydebra@jensen.com,(360) 174-8582,TM0230,5,7,Q3,2019,WH0369,PD0067,SPE0121,19,18,297
29/10/2020 AD,14,South Else Storage,"400 Allison Shoal, Little Rock, Arkansas 72201",Arkansas (AR),MÖCKELBY / NORRARYD,Chairs,4055,https://www.ikea.com/us/en/p/moeckelby-norraryd-table-and-6-chairs-oak-black-s59161492/,Table and 6 chairs,,74,100,Big,37,S1500,Ayala Ltd,melissawilson@bowen.com,(602) 168-8140,TM0231,29,10,Q4,2020,WH1626,PD1500,SPE0061,32,18,4047
11/10/2021 AD,6,East Yeah Storage,"38718 Tricia Key, Madison, Wisconsin 53703",Wisconsin (WI),NORRÅKER / RÖNNINGE,Chairs,1085,https://www.ikea.com/us/en/p/norraker-roenninge-table-and-2-chairs-birch-birch-s69297249/,Table and 2 chairs,,,74,Big,70,S1467,Perry-Thomas,stevensdavid@perez.com,(404) 194-2947,TM0232,11,10,Q4,2021,WH0980,PD1467,SPE0012,18,12,1082
10/1/2019 AD,24,North Oil Warehouse,"609 Patrick Lights Suite 655, Frankfort, Kentucky 40601",Kentucky (KY),BILLY / OXBERG,Cabinets & cupboards,228,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-panel-glass-doors-white-glass-s79281790/,Bookcase with panel/glass doors,30,202,120,Big,120,S0789,"Clark, Reese and Camacho",dakotamoore@becker.com,(651) 119-8480,TM0233,10,1,Q1,2019,WH1277,PD0789,SPE0112,38,14,220
25/12/2023 AD,26,West Rest Storage,"15657 Monica Lakes Apt. 090, Topeka, Kansas 66603",Kansas (KS),TÄRENDÖ / GUNDE,Chairs,245,https://www.ikea.com/us/en/p/taerendoe-gunde-table-and-4-chairs-black-s89010699/,Table and 4 chairs,,74,67,Medium,417,S1286,"Gill, Spencer and Yates",diana51@mccullough.org,(302) 121-4314,TM0234,25,12,Q4,2023,WH0846,PD1286,SPE0123,44,18,238
21/5/2023 AD,9,North Knowledge Distribution Center,"69875 Melissa Pike, Jefferson City, Missouri 65101",Missouri (MO),KARLJAN,Chairs,125,https://www.ikea.com/us/en/p/karljan-chair-dark-grey-kabusa-dark-grey-50341025/,Chair,55,81,49,Medium,412,S1075,"Navarro, Serrano and Brown",mollygreen@duncan.biz,(404) 143-1955,TM0235,21,5,Q2,2023,WH0483,PD1075,SPE0113,31,22,122
24/3/2023 AD,23,Central Play Storage,"78566 Kathryn Canyon Apt. 935, Bismarck, North Dakota 58501",North Dakota (ND),DELAKTIG,Chairs,1500,https://www.ikea.com/us/en/p/delaktig-platform-armchair-gunnared-light-brown-pink-s19289341/,Platform,84,45,94,Small,70,S1229,"Banks, Ortega and Allen",walkerian@monroe-johnson.biz,(307) 146-4390,TM0236,24,3,Q1,2023,WH0426,PD1229,SPE0044,38,15,1490
29/10/2023 AD,-1,Central Course Depot,"8430 Jacob Meadows, Juneau, Alaska 99801",Alaska (AK),BILLSBRO,Cabinets & cupboards,45,https://www.ikea.com/us/en/p/billsbro-handle-white-50334317/,Handle,,,,Medium,104,S0978,Riley and Sons,romantabitha@campbell-whitaker.com,(614) 182-9340,TM0237,29,10,Q4,2023,WH1187,PD0978,SPE0032,25,26,39
21/8/2022 AD,18,Central Report Depot,"79164 Garcia Corners Apt. 540, Harrisburg, Pennsylvania 17101",Pennsylvania (PA),TROFAST,Children's furniture,350,https://www.ikea.com/us/en/p/trofast-storage-combination-white-white-s49123405/,Storage combination,44,56,99,Small,233,S1714,"Hall, Day and Li",michael70@carter-white.net,(804) 114-9850,TM0238,21,8,Q3,2022,WH1024,PD1714,SPE0013,48,30,347
18/6/2019 AD,19,Central Available Storage,"60799 Hill Hollow Suite 575, Springfield, Illinois 62701",Illinois (IL),BILLY,Bookcases & shelving units,29,https://www.ikea.com/us/en/p/billy-bookcase-white-80263832/,Bookcase,11,41,15,Small,445,S0198,Elliott Inc,knappjason@williams.info,(801) 113-4260,TM0239,18,6,Q2,2019,WH1335,PD0198,SPE0150,26,7,21
2/11/2022 AD,19,East Should Storage,"09820 Michelle Summit, Jefferson City, Missouri 65101",Missouri (MO),NORDLI,Chests of drawers & drawer units,980,https://www.ikea.com/us/en/p/nordli-chest-of-6-drawers-white-s89239499/,Chest of 6 drawers,47,145,80,Big,404,S1615,Brown Inc,jarroyo@harris-kim.info,(919) 126-8259,TM0240,2,11,Q4,2022,WH1687,PD1615,SPE0026,41,22,972
12/5/2022 AD,14,East Alone Storage,"3560 Weber Ferry, Oklahoma City, Oklahoma 73102",Oklahoma (OK),TROFAST,Children's furniture,195,https://www.ikea.com/us/en/p/trofast-storage-combination-white-pink-s99228570/,Storage combination,30,94,46,Medium,303,S1691,Elliott Inc,knappjason@williams.info,(801) 113-4260,TM0241,12,5,Q2,2022,WH1806,PD1691,SPE0150,31,17,191
5/1/2021 AD,22,West Factor Storage,"852 Dawn Brook Suite 377, Sacramento, California 95814",California (CA),SINDVIK,Cabinets & cupboards,125,https://www.ikea.com/us/en/p/sindvik-glass-door-black-brown-clear-glass-40296311/,Glass door,,38,60,Small,347,S0907,Jones-Ray,msmith@hall-rivera.net,(609) 147-8846,TM0242,5,1,Q1,2021,WH0285,PD0907,SPE0056,30,8,122
22/5/2019 AD,7,East Trial Warehouse,"636 Murphy Views, Montpelier, Vermont 05602",Vermont (VT),BUSUNGE,Beds,299,https://www.ikea.com/us/en/p/busunge-extendable-bed-white-70305700/,Extendable bed,97,200,90,Big,311,S0101,"Gilbert, Alexander and Lee",joe54@snow-kelly.com,(785) 130-2839,TM0243,22,5,Q2,2019,WH1220,PD0101,SPE0053,26,19,289
6/4/2019 AD,18,South Live Storage,"9915 Terrell Groves Suite 725, Harrisburg, Pennsylvania 17101",Pennsylvania (PA),NORBERG,Bookcases & shelving units,109.99,https://www.ikea.com/us/en/p/norberg-wall-mount-drop-leaf-tbl-w-storage-white-20497928/,Wall-mount drop-leaf tbl w storage,23,29,25,Big,192,S0355,"Ramsey, Love and Reyes",shieldstammy@sanders.com,(785) 191-3884,TM0244,6,4,Q2,2019,WH1375,PD0355,SPE0051,21,3,106.99
15/7/2019 AD,4,South Capital Distribution Center,"3796 Joseph Ranch, Richmond, Virginia 23219",Virginia (VA),ROTHULT,Cabinets & cupboards,95,https://www.ikea.com/us/en/p/rothult-smart-lock-white-00359739/,Smart lock,,7,3,Small,425,S0757,Brown Inc,jarroyo@harris-kim.info,(919) 126-8259,TM0245,15,7,Q3,2019,WH1337,PD0757,SPE0026,30,26,90
4/11/2023 AD,-5,West Issue Warehouse,"6953 Harrison Burgs, Concord, New Hampshire 03301",New Hampshire (NH),BURHULT / SANDSHULT,Bookcases & shelving units,16.99,https://www.ikea.com/us/en/p/burhult-sandshult-wall-shelf-white-aspen-s09325981/,Wall shelf,7,2,23,Medium,475,S0419,Smith LLC,tonyasmith@lawson.biz,(515) 147-7191,TM0246,4,11,Q4,2023,WH0769,PD0419,SPE0039,14,19,9.99
16/4/2019 AD,-2,West Glass Warehouse,"215 Watson Park Apt. 501, Baton Rouge, Louisiana 70801",Louisiana (LA),ÖRFJÄLL,Chairs,195,https://www.ikea.com/us/en/p/oerfjaell-childrens-desk-chair-white-vissle-blue-green-60441779/,Children's desk chair,53,,53,Small,112,S1103,Martinez-Morrison,ryan52@sanders-jackson.com,(505) 181-9762,TM0247,16,4,Q2,2019,WH0227,PD1103,SPE0125,26,28,192
20/5/2019 AD,26,Jimmy Warehouse,"69142 Hatfield Gardens
 Richmond, VA 23219",Virginia (VA),KALLAX,Bookcases & shelving units,104.99,https://www.ikea.com/us/en/p/kallax-tv-bench-with-underframe-white-s69569438/,Tv bench with underframe,15,30,57,Small,142,S0505,Watson-Martin,derrick55@campos-ramirez.com,(503) 169-1731,TM0248,20,5,Q2,2019,WH0013,PD0505,SPE0093,37,11,101.99
26/6/2022 AD,29,Central Either Warehouse,"04784 Teresa Fort, Baton Rouge, Louisiana 70801",Louisiana (LA),HAUGA,Bookcases & shelving units,478,https://www.ikea.com/us/en/p/hauga-storage-combination-gray-s69388739/,Storage combination,18,78,82,Big,431,S0290,Owen-Bowen,dodsonbridget@baker-cantu.com,(617) 196-7486,TM0249,26,6,Q2,2022,WH1462,PD0290,SPE0010,43,14,476
10/10/2021 AD,24,South Carry Distribution Center,"07116 John Greens Suite 387, Richmond, Virginia 23219",Virginia (VA),TINGBY / NILSOVE,Chairs,2575,https://www.ikea.com/us/en/p/tingby-nilsove-table-and-4-chairs-white-rattan-white-s49297293/,Table and 4 chairs,,,90,Small,246,S1497,Shaw PLC,kellyowens@torres.com,(317) 190-9573,TM0250,10,10,Q4,2021,WH1515,PD1497,SPE0037,48,24,2565
25/12/2020 AD,17,Central Budget Warehouse,"24934 Cole Garden Suite 933, Baton Rouge, Louisiana 70801",Louisiana (LA),NORRÅKER / NORRÅKER,Café furniture,1385,https://www.ikea.com/us/en/p/norraker-norraker-bar-table-and-2-bar-stools-black-black-s79241940/,Bar table and 2 bar stools,,104,74,Medium,185,S1028,Ortiz Inc,cballard@hutchinson-alexander.net,(916) 134-2894,TM0251,25,12,Q4,2020,WH1631,PD1028,SPE0116,23,6,1382
17/12/2022 AD,35,Central You Distribution Center,"75006 Teresa Extension, Richmond, Virginia 23219",Virginia (VA),BEKVÄM,Chairs,145,https://www.ikea.com/us/en/p/bekvaem-stepladder-3-steps-beech-90190411/,Stepladder,,63,,Small,25,S1172,Barry Ltd,yroach@parks-smith.biz,(410) 118-9890,TM0252,17,12,Q4,2022,WH1723,PD1172,SPE0084,49,14,139
11/9/2021 AD,-6,East Low Warehouse,"970 Thomas Lakes, Juneau, Alaska 99801",Alaska (AK),BRUSEN,Outdoor furniture,399,https://www.ikea.com/us/en/p/brusen-sofa-outdoor-gray-60482944/,3-seat sofa,64,75,146,Big,313,S1991,Bright LLC,pierceelizabeth@mcgee.com,(651) 113-1093,TM0253,11,9,Q3,2021,WH1351,PD1991,SPE0030,15,21,393
29/9/2020 AD,-5,West Agency Warehouse,"7178 Keith Turnpike Apt. 027, Concord, New Hampshire 03301",New Hampshire (NH),BINGSTA,Chairs,695,https://www.ikea.com/us/en/p/bingsta-high-back-armchair-vissle-dark-yellow-kabusa-dark-yellow-40455654/,High-back armchair,58,101,70,Medium,19,S1138,"Jones, Spencer and Baxter",sarah50@mccoy.com,(907) 147-1605,TM0254,29,9,Q3,2020,WH0750,PD1138,SPE0131,25,30,692
28/11/2020 AD,11,South Bag Storage,"222 Brian Crest Suite 451, Baton Rouge, Louisiana 70801",Louisiana (LA),GRIMSBU,Beds,59,https://www.ikea.com/us/en/p/grimsbu-bed-frame-gray-20508516/,Bed frame,51,200,144,Small,168,S0057,Barrett-Spencer,longtamara@ferguson.info,(501) 153-4231,TM0255,28,11,Q4,2020,WH1192,PD0057,SPE0008,34,23,53
23/6/2020 AD,8,North Total Warehouse,"011 Russell Mill, Jefferson City, Missouri 65101",Missouri (MO),GAMLARED / LERHAMN,Chairs,685,https://www.ikea.com/us/en/p/gamlared-lerhamn-table-and-2-chairs-light-antique-stain-black-brown-vittaryd-beige-s79221169/,Table and 2 chairs,,,,Big,285,S1295,Clements PLC,chris00@jones-adams.info,(860) 124-3673,TM0256,23,6,Q2,2020,WH1270,PD1295,SPE0029,20,12,684
24/1/2021 AD,46,Central Magazine Storage,"2711 Sanchez Junction, Honolulu, Hawaii 96813",Hawaii (HI),BILLY / OXBERG,Bookcases & shelving units,169,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-panel-glass-doors-oak-effect-s29483328/,Bookcase with panel/glass doors,11,79,31,Medium,91,S0209,"Harris, Conrad and Torres",michael28@king-chan.biz,(517) 129-3448,TM0257,24,1,Q1,2021,WH0379,PD0209,SPE0078,49,3,165
14/5/2022 AD,31,South Live Storage,"9915 Terrell Groves Suite 725, Harrisburg, Pennsylvania 17101",Pennsylvania (PA),UTTER,Chairs,25,https://www.ikea.com/us/en/p/utter-childrens-stool-in-outdoor-white-50357785/,Children's stool,,,,Small,142,S1216,Moore and Sons,angela05@underwood.info,(207) 122-7311,TM0258,14,5,Q2,2022,WH1375,PD1216,SPE0021,48,17,21
9/4/2019 AD,-14,East Leg Storage,"4335 Debbie Wells, Topeka, Kansas 66603",Kansas (KS),JANINGE,Bar furniture,155,https://www.ikea.com/us/en/p/janinge-bar-stool-white-70246089/,Bar stool,36,84,38,Medium,63,S0019,"Mays, White and Saunders",juarezerin@west.com,(804) 115-2081,TM0259,9,4,Q2,2019,WH0459,PD0019,SPE0097,10,24,153
17/11/2021 AD,38,South Organization Depot,"38503 Freeman Crossroad, Harrisburg, Pennsylvania 17101",Pennsylvania (PA),MAMMUT,Chairs,29,https://www.ikea.com/us/en/p/mammut-childrens-stool-in-outdoor-yellow-20382324/,Children's stool,,,35,Small,240,S1145,"Spencer, Gill and Pruitt",coryortiz@kennedy-williams.com,(512) 145-6292,TM0260,17,11,Q4,2021,WH0891,PD1145,SPE0063,41,3,25
18/6/2020 AD,-15,West Occur Storage,"34684 Bryce Burg Suite 005, Topeka, Kansas 66603",Kansas (KS),LERHAMN,Chairs,145,https://www.ikea.com/us/en/p/lerhamn-chair-black-brown-vittaryd-beige-70264281/,Chair,49,85,42,Medium,227,S1291,"Ruiz, Mendez and Miller",crystalthomas@savage.com,(785) 152-7657,TM0261,18,6,Q2,2020,WH1485,PD1291,SPE0017,15,30,143
12/3/2023 AD,9,West Prevent Storage,"3801 Heather Route Apt. 454, Richmond, Virginia 23219",Virginia (VA),FLINTAN,Chairs,245,https://www.ikea.com/us/en/p/flintan-office-chair-vissle-grey-20336836/,Office chair,69,,74,Medium,305,S1080,"Ball, Bartlett and Ward",davidbeasley@walls-walker.com,(907) 153-5899,TM0262,12,3,Q1,2023,WH1164,PD1080,SPE0015,32,23,243
26/10/2023 AD,17,East Much Warehouse,"93897 Robinson Causeway, Baton Rouge, Louisiana 70801",Louisiana (LA),LANGUR,Chairs,35,https://www.ikea.com/us/en/p/langur-padded-seat-cover-for-junior-chair-grey-50346985/,Padded seat cover for junior chair,60,36,56,Medium,453,S1333,Turner and Sons,owenssheila@alvarez.com,(573) 182-5548,TM0263,26,10,Q4,2023,WH1852,PD1333,SPE0139,38,21,31
10/1/2022 AD,9,Central West Distribution Center,"76139 Christopher Viaduct, Santa Fe, New Mexico 87501",New Mexico (NM),RÖNNINGE,Bar furniture,110,https://www.ikea.com/th/th/p/janinge-bar-stool-white-50246090/?utm_source=google&utm_medium=surfaces&utm_campaign=shopping_feed&utm_content=free_google_shopping_clicks_Dining&gad_source=1&gclid=CjwKCAiAibeuBhAAEiwAiXBoJOMpqdw-CwWmbCvgerHwiJAhdDKcVdFuGPByEaIQ7nN9oxg7w2c3kBoCttgQAvD_BwE&gclsrc=aw.ds,Bar stool,51,102,40,Big,119,S0032,Garcia LLC,frenchbrandi@lang.com,(503) 134-6563,TM0264,10,1,Q1,2022,WH0632,PD0032,SPE0098,27,18,103
15/8/2023 AD,-12,Barnett Warehouse,"27928 Thompson Way Suite 199
 Albany, NY 12207",New York (NY),SMÅGÖRA,Nursery furniture,465,https://www.ikea.com/us/en/p/smagoera-changing-tbl-bookshelf-w-2-shlf-ut-white-s09323623/,Changing tbl/bookshelf w 2 shlf ut,40,91,60,Small,400,S1783,Anderson Ltd,nscott@garner.com,(775) 145-9059,TM0265,15,8,Q3,2023,WH0136,PD1783,SPE0073,18,30,457
15/2/2022 AD,21,Central Provide Distribution Center,"75643 Michelle Village Apt. 530, Augusta, Maine 04330",Maine (ME),BESTÅ,Cabinets & cupboards,980,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-grey-stained-walnut-effect-kallviken-stubbarp-dark-grey-concrete-effect-s09276650/,TV bench with doors,42,74,120,Medium,98,S0780,Davis and Sons,fharris@johnson-deleon.org,(317) 194-1881,TM0266,15,2,Q1,2022,WH0378,PD0780,SPE0055,39,18,970
6/12/2019 AD,43,South Camera Depot,"4799 Miguel Union Suite 187, Olympia, Washington 98501",Washington (WA),STOCKSUND,Chairs,995,https://www.ikea.com/us/en/p/stocksund-bench-ljungen-blue-black-wood-s39129342/,Bench,49,47,144,Medium,443,S1078,"Miller, Gonzalez and Greene",nmorris@knight.com,(775) 184-6067,TM0267,6,12,Q4,2019,WH1984,PD1078,SPE0143,50,7,986
6/2/2022 AD,-6,North Memory Depot,"6358 Stephens Ports Suite 009, Richmond, Virginia 23219",Virginia (VA),ENERYDA,Cabinets & cupboards,22,https://www.ikea.com/us/en/p/eneryda-knob-chrome-plated-00347510/,Knob,,,,Big,348,S0835,"Parks, Robbins and Mitchell",bhouse@white.com,(317) 185-5959,TM0268,6,2,Q1,2022,WH0354,PD0835,SPE0007,22,28,12
28/5/2023 AD,29,West Open Depot,"25152 David Orchard Suite 760, Santa Fe, New Mexico 87501",New Mexico (NM),YNGVAR,Chairs,475,https://www.ikea.com/us/en/p/yngvar-bar-stool-anthracite-60400745/,Bar stool,40,,40,Small,436,S1304,Martin PLC,katherine13@holloway-barr.biz,(803) 154-9733,TM0269,28,5,Q2,2023,WH1871,PD1304,SPE0058,42,13,471
19/4/2021 AD,34,North Pretty Distribution Center,"3282 Huber Spurs Suite 765, Springfield, Illinois 62701",Illinois (IL),VANGSTA / TEODORES,Chairs,925,https://www.ikea.com/us/en/p/vangsta-teodores-table-and-4-chairs-white-white-s59221189/,Table and 4 chairs,,,,Small,383,S1441,Williams Ltd,avasquez@hardy.info,(517) 148-4309,TM0270,19,4,Q2,2021,WH1755,PD1441,SPE0062,50,16,922
